Id,City,Country,Label,Name,latitude,longitude
499,Nouakchott,MAURITANIA,NKC,Nouakchott Oumtounsy International Airport,18.306103,-15.964665
500,Port Louis,MAURITIUS,MRU,Port Louis Sir Seewoosagur Ramgoolam Airport,-20.430201,57.683601
501,Dzaoudzi,MAYOTTE,DZA,Dzaoudzi Pamandzi International Airport,-12.806600,45.280548
502,Sint Maarten,NETHERLANDS,SXM,Sint Maarten Princess Juliana International Airport,18.040951,-63.108898
503,Abuja,NIGERIA,ABV,Abuja Nnamdi Azikiwe International Airport,9.006792,7.263172
504,Muscat,OMAN,MCT,Muscat International Airport,23.593269,58.284439
505,Islamabad,PAKISTAN,ISB,Islamabad International Airport,33.549084,72.825653
506,Panama City,PANAMA,PTY,Panama City Tocumen International Airport,9.071364,-79.383400
507,Lima,PERU,LIM,Lima Jorge Chavez International Airport,-12.021800,-77.114304
508,Tulcea,ROMANIA,TCE,Cataloi,45.062481,28.714310
509,Victoria,SEYCHELLES,SEZ,Victoria Seychelles International Airport,-4.674340,55.521832
510,Cape Town,SOUTH AFRICA,CPT,Cape Town International Airport,-33.964802,18.601660
511,Asturias,SPAIN,OVD,Asturias Airport,43.563560,-6.034620
512,Granada,SPAIN,GRX,Granada Federico Garcia Lorca Airport,37.188728,-3.777350
513,Lome,TOGO,LFW,Lome Tokoin Airport,6.165611,1.254511
514,Sfax,TUNISIA,SFA,Sfax–Thyna International Airport,34.717949,10.690970
515,Charlotte,UNITED STATES,CLT,Charlotte Douglas International Airport,35.214001,-80.943100
516,Dallas,UNITED STATES,DFW,Dallas Fort Worth International Airport,32.896820,-97.037903
517,Denver,UNITED STATES,DEN,Denver International Airport,39.861649,-104.672997
518,Detroit,UNITED STATES,DTW,Detroit Metropolitan Wayne County Airport,42.212440,-83.353302
519,Houston,UNITED STATES,IAH,Houston George Bush Intercontinental Airport,29.984430,-95.341400
520,Minneapolis,UNITED STATES,MSP,Minneapolis Saint Paul International Airport,44.881950,-93.221703
521,Raleigh-Durham,UNITED STATES,RDU,Raleigh-Durham International Airport,35.877628,-78.787399
522,Salt Lake City,UNITED STATES,SLC,Salt Lake City International Airport,40.788380,-111.976997
523,Seattle,UNITED STATES,SEA,Seattle Tacoma International Airport,47.448200,-122.311203
524,Urgench,UZBEKISTAN,UGC,Urgench International Airport,41.584835,60.633030
525,Caracas,VENEZUELA,CCS,Caracas Simon Bolivar International Airport,10.603110,-66.990501
526,Hanoi,VIETNAM,HAN,Hanoi Noi Bai International Airport,21.221189,105.807098
527,Ho Chi Minh City,VIETNAM,SGN,Ho Chi Minh City International Airport,10.818790,106.651802
528,San Salvador,BAHAMAS,ZSA,San Salvador Airport,24.063271,-74.523903
529,Santiago de Cuba,CUBA,SCU,Santiago de Cuba Antonio Maceo Airport,19.969761,-75.835403
530,Agen,FRANCE,AGF,Agen La Garenne Airport,44.174709,0.590619
531,Aurillac,FRANCE,AUR,Aurillac Tronquieres Airport,44.897579,2.416719
532,Castres,FRANCE,DCM,Castres Mazamet Airport,43.554958,2.290592
533,Le Puy,FRANCE,LPY,Le Puy Loudes Airport,45.083332,3.766667
534,Lorient,FRANCE,LRT,Lorient South Brittany Airport,47.760529,-3.439950
535,Perigueux,FRANCE,PGX,Perigueux Bassillac Airport,45.197479,0.815217
536,Quimper,FRANCE,UIP,Quimper Cornouaille Airport,47.974998,-4.167770
537,Cayenne,FRENCH GUIANA,CAY,Cayenne Felix Eboue Airport,4.819722,-52.361900
538,Port-au-Prince,HAITI,PAP,Port-au-Prince Toussaint Louverture International Airport,18.580050,-72.292503
539,Ovda,ISRAEL,VDA,Ovda Airport,29.940250,34.935848
540,Ouarzazate,MOROCCO,OZZ,Ouarzazate Airport,30.939051,-6.909430
541,Tozeur,TUNISIA,TOE,Tozeur Nefta International Airport,33.939720,8.110556
542,Mazar-I-Sharif,AFGHANISTAN,MZR,Mazar-I-Sharif International Airport,36.706909,67.209671
543,Oradea,ROMANIA,OMR,Oradea International Airport,47.025269,21.902500
544,Kerry,IRELAND,KIR,Kerry Airport,52.180870,-9.523780
545,Bangor,UNITED STATES,BGR,Bangor International Airport,44.807442,-68.828102
546,Mannheim,GERMANY,MHG,Mannheim City Airport,49.472698,8.514264
547,Saarbrucken,GERMANY,SCN,Saarbrucken Airport,49.214550,7.109508
548,Dalaman,TURKEY,DLM,Dalaman Airport,36.713051,28.792500
549,Jersey,UNITED KINGDOM,JER,Jersey Airport,49.207939,-2.195500
550,Newquay,UNITED KINGDOM,NQY,Newquay Cornwall Airport,50.440552,-4.995400
551,Hamilton,CANADA,YHM,Hamilton John C. Munro International Airport,43.173611,-79.934998
552,St. John's,CANADA,YYT,St. John's International Airport,47.618610,-52.751900
553,Puerto Plata,DOMINICAN REPUBLIC,POP,Puerto Plata Gregorio Luperon International Airport,19.757900,-70.570000
554,Karpathos,GREECE,AOK,Karpathos Island National Airport,35.421398,27.146000
555,Trieste,ITALY,TRS,Trieste Friuli Venezia Giulia Airport,45.827499,13.472220
556,Montego Bay,JAMAICA,MBJ,Montego Bay Sangster International Airport,18.503710,-77.913300
557,Windhoek,NAMIBIA,WDH,Windhoek Hosea Kutako International Airport,-22.479799,17.470949
558,Vitoria,SPAIN,VIT,Vitoria Airport,42.882832,-2.724460
559,Samsun,TURKEY,SZF,Samsun Carsamba Airport,41.254478,36.567101
560,Las Vegas,UNITED STATES,LAS,Las Vegas McCarran International Airport,36.080051,-115.152000
561,Fort Myers,UNITED STATES,RSW,Southwest Florida International Airport,26.536160,-81.755096
562,Olsztyn,POLAND,SZY,Olsztyn Mazury Airport,53.481899,20.937700
563,Erfurt,GERMANY,ERF,Erfurt Weimar Airport,50.979809,10.958100
564,Patras,GREECE,GPA,Patras Araxos Airport,38.151112,21.425550
565,Adana,TURKEY,ADA,Adana Sakirpasa Airport,36.982159,35.280380
566,Elazig,TURKEY,EZS,Elazig Airport,38.606918,39.291409
567,Gaziantep,TURKEY,GZT,Oguzeli Airport,36.947182,37.478680
568,Trabzon,TURKEY,TZX,Trabzon Airport,40.995098,39.789719
569,Zonguldak,TURKEY,ONQ,Zonguldak Airport,41.516666,32.099998
570,Guernsey,UNITED KINGDOM,GCI,Guernsey Airport,49.434952,-2.601960
571,Bridgetown,BARBADOS,BGI,Bridgetown Grantley Adams International Airport,13.074600,-59.492401
572,Campinas,BRAZIL,VCP,Campinas Viracopos International Airport,-23.007299,-47.134499
573,Recife,BRAZIL,REC,Recife Airport,-8.126790,-34.923000
574,Calgary,CANADA,YYC,Calgary International Airport,51.113880,-114.019997
575,Changsha,CHINA,CSX,Changsha Huanghua International Airport,28.196667,113.220833
576,Qingdao,CHINA,TAO,Qingdao Liuting International Airport,36.266102,120.374397
577,Shenyang,CHINA,SHE,Shenyang Taoxian International Airport,41.639839,123.483398
578,Holguin,CUBA,HOG,Holguin Frank Pais Airport,20.785580,-76.315102
579,Samana,DOMINICAN REPUBLIC,AZS,Samana El Catey International Airport,19.267000,-69.741997
580,Munster,GERMANY,FMO,Munster Osnabruck International  Airport,52.134640,7.684831
581,Paderborn,GERMANY,PAD,Paderborn Lippstadt Airport,51.614079,8.616317
582,Kefalonia,GREECE,EFL,Kefalonia Cephalonia International Airport,38.120060,20.500481
583,Skiathos,GREECE,JSI,Skiathos Island National Airport,39.177101,23.503670
584,Sarmelleek,HUNGARY,SOB,Sarmellek International Airport,46.686378,17.159050
585,Pune,INDIA,PNQ,Pune Airport,18.582109,73.919693
586,Shannon,IRELAND,SNN,Shannon Airport,52.701969,-8.924810
587,Oral,KAZAKHSTAN,URA,Oral Ak Zhol Airport,51.150829,51.543049
588,Mombasa,KENYA,MBA,Mombasa Moi International Airport,-4.034830,39.594250
589,Bydgoszcz,POLAND,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977659
590,Krasnoyarsk,RUSSIA,KJA,Krasnoyarsk International Airport,56.172939,92.493271
591,Dammam,SAUDI ARABIA,DMM,Dammam King Fahd International Airport,26.471161,49.797890
592,Pamplona,SPAIN,PNA,Pamplona Airport,42.770031,-1.646330
593,Jonkoping,SWEDEN,JKG,Jonkoping Airport,57.757591,14.068730
594,Dushanbe,TAJIKISTAN,DYU,Dushanbe International Airport,38.543331,68.824997
595,Phuket,THAILAND,HKT,Phuket International Airport,8.113200,98.316872
596,Scarborough,TRINIDAD AND TOBAGO,TAB,Scarborough International Airport,11.149650,-60.832100
597,Portland,UNITED STATES,PDX,Portland International Airport,45.588718,-122.597000
598,San Diego,UNITED STATES,SAN,San Diego International Airport,32.733551,-117.189003
599,San Jose,UNITED STATES,SJC,San Jose International Airport,37.362659,-121.929001
600,Tampa,UNITED STATES,TPA,Tampa International Airport,27.975470,-82.533203
601,Windsor Locks,UNITED STATES,BDL,Windsor Locks Bradley International Airport,41.938881,-72.683197
602,Tabriz,IRAN,TBZ,Tabriz International Airport,38.133881,46.235001
603,Brno,CZECH REPUBLIC,BRQ,Brno Turany Airport,49.151260,16.694429
604,Rostock,GERMANY,RLG,Rostock Laage Airport,53.917999,12.278000
605,Lodz,POLAND,LCJ,Lodz Wladyslaw Reymont Airport,51.721882,19.398130
606,Lublin,POLAND,LUZ,Lublin Airport,51.240002,22.713333
607,Grozny,RUSSIA,GRV,Grozny Airport,43.388199,45.699684
608,Norrkoping,SWEDEN,NRK,Norrkoping Airport,58.586250,16.250620
609,Inverness,UNITED KINGDOM,INV,Inverness Airport,57.542500,-4.047500
610,Alexandria,EGYPT,HBE,Alexandria Borg El Arab Airport,30.917660,29.696400
611,Astypalaia Island,GREECE,JTY,Astypalaia Island National Airport,36.566666,26.366667
612,Chios,GREECE,JKH,Chios Island National Airport,38.343170,26.140570
613,Ikaria,GREECE,JIK,Ikaria Island National Airport,37.666668,26.333332
614,Kalymnos,GREECE,JKL,Kalymnos Island National Airport,36.963329,26.940556
615,Kastoria,GREECE,KSO,Kastoria National Airport,40.446289,21.282181
616,Kithira,GREECE,KIT,Kithira Island National Airport,36.274250,23.016970
617,Kozani,GREECE,KZI,Kozani National Airport,40.286110,21.840830
618,Lemnos,GREECE,LXS,Lemnos International Airport,39.917068,25.236300
619,Leros,GREECE,LRS,Leros Municipal Airport,37.184898,26.800280
620,Milos,GREECE,MLO,Milos Island National Airport,36.696110,24.477501
621,Naxos,GREECE,JNX,Naxos Island National Airport,37.080551,25.368050
622,Paros,GREECE,PAS,Paros National Airport,37.019958,25.113379
623,Sitia,GREECE,JSH,Sitia Public Airport,35.216099,26.101320
624,Skyros,GREECE,SKU,Skyros Island National Airport,38.967548,24.487221
625,Syros Island,GREECE,JSY,Syros Island National Airport,37.423611,24.950001
626,Bodo,NORWAY,BOO,Bodo Airport,67.269157,14.365270
627,Haugesund,NORWAY,HAU,Haugesund Karmoy Airport,59.345261,5.208364
628,Kassel,GERMANY,KSF,Kassel Calden Airport,51.420834,9.392222
629,Kastelorizo,GREECE,KZS,Kastellorizo Airport,36.127769,29.566650
630,Borlange,SWEDEN,BLE,Borlange Dala Airport,60.422009,15.515210
631,Visby,SWEDEN,VBY,Visby Airport,57.662788,18.346210
632,Edmonton,CANADA,YEG,Edmonton International Airport,53.309719,-113.579002
633,Nuuk,GREENLAND,GOH,Nuuk Airport,64.190918,-51.678001
634,Akureyri,ICELAND,AEY,Akureyri Airport,65.658607,-18.072201
635,Reykjavik,ICELAND,RKV,Reykjavik Airport,64.129990,-21.940500
636,Belfast,UNITED KINGDOM,BHD,Belfast City George Best  Airport,54.618050,-5.872500
637,Anchorage,UNITED STATES,ANC,Anchorage Ted Stevens International Airport,61.174358,-149.996002
638,Baltimore,UNITED STATES,BWI,Baltimore Washington International Airport,39.175362,-76.668297
639,Cleveland,UNITED STATES,CLE,Cleveland Hopkins International Airport,41.410252,-81.853897
640,Pittsburgh,UNITED STATES,PIT,Pittsburgh International Airport,40.491470,-80.232803
641,Providence,UNITED STATES,PVD,Providence Theodore Francis Green Airport,41.723991,-71.428200
642,Donegal,IRELAND,CFN,Donegal Airport,55.044189,-8.341000
643,Szczecin,POLAND,SZZ,Szczecin Goleniow Airport,53.584728,14.902200
644,Vigo,SPAIN,VGO,Vigo-Peinador Airport,42.231800,-8.626770
645,Isle of Man,UNITED KINGDOM,IOM,Isle of Man Airport,54.083328,-4.623880
646,Newburgh,UNITED STATES,SWF,Newburgh Stewart International Airport,41.504108,-74.104797
647,Lappeenranta,FINLAND,LPP,Lappeenranta Airport,61.044552,28.144390
648,Lampedusa,ITALY,LMP,Lampedusa Airport,35.497910,12.618080
649,Suceava,ROMANIA,SCV,Suceava International Airport,47.687500,26.354050
650,Chernivtsi,UKRAINE,CWC,Chernivtsi International Airport,48.259319,25.980829
651,Parma,ITALY,PMF,Parma Airport,44.824478,10.296360
652,Reggio Calabria,ITALY,REG,Reggio Calabria Airport,38.071201,15.651550
653,Antigua,ANTIGUA AND BARBUDA,ANU,Antigua V. C. Bird International Airport,17.136740,-61.792599
654,Cayo Largo del Sur,CUBA,CYO,Cayo Largo del Sur Vilo Acuna Airport,21.616449,-81.545898
655,La Romana,DOMINICAN REPUBLIC,LRM,La Romana International Airport,18.450710,-68.911797
656,Asmara,ERITREA,ASM,Asmara International Airport,15.291850,38.910660
657,Nosy Be,MADAGASCAR,NOS,Nosy Be Fascene Airport,-13.312000,48.314819
658,Male,MALDIVES,MLE,Male Velana International Airport,4.191833,73.529121
659,Navoiy,UZBEKISTAN,NVI,Navoi International Airport,40.117771,65.175003
660,Pantelleria,ITALY,PNL,Pantelleria Airport,36.816509,11.968860
661,Prestwick,UNITED KINGDOM,PIK,Glasgow Prestwick Airport,55.509441,-4.586660
662,Blackpool,UNITED KINGDOM,BLK,Blackpool International Airport,53.771660,-3.028610
663,Lossiemouth,UNITED KINGDOM,LMO,Royal Air Force,57.705212,-3.339160
664,Gander,CANADA,YQX,Gander International Airport,48.936939,-54.568001
665,Aktobe,KAZAKHSTAN,AKX,Aktobe Airport,50.245831,57.206661
666,Karaganda,KAZAKHSTAN,KGF,Karaganda Sary-Arka Airport,49.670830,73.334442
667,Kokshetau,KAZAKHSTAN,KOV,Kokshetau Airport,53.330002,69.596664
668,Kostanay,KAZAKHSTAN,KSN,Kostanay Airport,53.206940,63.550270
669,Kyzylorda,KAZAKHSTAN,KZO,Kyzylorda Airport,44.706940,65.592499
670,Oskemen,KAZAKHSTAN,UKK,Oskemen Airport,50.036591,82.494179
671,Pavlodar,KAZAKHSTAN,PWQ,Pavlodar Airport,52.195000,77.073883
672,Petropavl,KAZAKHSTAN,PPK,Petropavl,54.774349,69.183990
673,Semipalatinsk,KAZAKHSTAN,PLX,Semipalatinsk Semey Airport,50.351299,80.234360
674,Shymkent,KAZAKHSTAN,CIT,Shymkent International Airport,42.364159,69.478882
675,Zhezkazgan,KAZAKHSTAN,DZN,Zhezkazgan,47.708328,67.733330
676,Taldykorgan,KAZAKHSTAN,TDK,Taldykorgan Airport,45.109287,78.441322
677,Taraz,KAZAKHSTAN,DMB,Taraz Airport,42.853611,71.303612
678,Omsk,RUSSIA,OMS,Omsk Tsentralny Airport,54.967041,73.310509
679,Liepaja,LATVIA,LPX,Liepaja Airport,56.517502,21.096939
680,Alesund,NORWAY,AES,Alesund Vigra Airport,62.560371,6.110164
681,Lubumbashi,DEMOCRATIC REPUBLIC OF THE CONGO,FBM,Lubumbashi International Airport,-11.591300,27.530880
682,San Juan,PUERTO RICO,SJU,San Juan Luis Munoz Marin International Airport,18.439409,-66.001801
683,Indianapolis,UNITED STATES,IND,Indianapolis International Airport,39.717289,-86.294601
684,Oranjestad,ARUBA,AUA,Oranjestad Queen Beatrix International Airport,12.501380,-70.015198
685,Praia,CAPE VERDE,RAI,Praia Nelson Mandela International Airport,14.924480,-23.493500
686,Hangzhou,CHINA,HGH,Hangzhou Xiaoshan International Airport,30.229500,120.434402
687,Xiamen,CHINA,XMN,Xiamen Gaoqi International Airport,24.544029,118.127701
688,Willemstad,CURACAO,CUR,Willemstad Curacao Hato International Airport,12.188850,-68.959801
689,Quito,ECUADOR,UIO,Quito Mariscal Sucre International Airport,-0.113300,-78.358597
690,Jakarta,INDONESIA,CGK,Jakarta Soekarno Hatta International Airport,-6.125560,106.655800
691,Bonaire,NETHERLANDS,BON,Bonaire Flamingo International Airport,12.131040,-68.268501
692,Paramaribo,SURINAME,PBM,Paramaribo Zanderij International Airport,5.452831,-55.187698
693,Linkoping,SWEDEN,LPI,Linkoping City Airport,58.406151,15.680500
694,Kilimanjaro,TANZANIA,JRO,Kilimanjaro International Airport,-3.429400,37.074459
695,Darlington,UNITED KINGDOM,MME,Darlington Durham Tees Valley Airport,54.509178,-1.429400
696,Orlando,UNITED STATES,SFB,Orlando Sanford International Airport,28.776699,-81.235497
697,Al Hoceima,MOROCCO,AHU,Al Hoceima Cherif Al Idrissi Airport,35.177101,-3.839520
698,Kristiansund,NORWAY,KSU,Kristiansund Kvernberget Airport,63.111778,7.824522
699,Floro,NORWAY,FRO,Floro Airport,61.583611,5.024722
700,Forde,NORWAY,FDE,Forde Airport,61.391109,5.756944
701,Molde,NORWAY,MOL,Molde Aro Airport,62.744720,7.262500
702,Notodden,NORWAY,NTB,Notodden Airport,59.565701,9.212220
703,Orsta Volda,NORWAY,HOV,Orsta Volda Airport,62.182999,6.067000
704,Sogndal,NORWAY,SOG,Sogndal Airport,61.156109,7.136614
705,Andenes,NORWAY,ANX,Andenes Andoya Airport,69.292503,16.144159
706,Bardufoss,NORWAY,BDU,Bardufoss Airport,69.055748,18.540350
707,Bronnoysund,NORWAY,BNN,Bronnoysund Airport,65.461113,12.217500
708,Harstad,NORWAY,EVE,Evenes Harstad Narvik Airport,68.491302,16.678101
709,Leknes,NORWAY,LKN,Leknes Airport,68.152496,13.609440
710,Mo i Rana,NORWAY,MQN,Mo i Rana Airport,66.363876,14.301380
711,Mosjoen,NORWAY,MJF,Mosjoen Airport,65.783989,13.214910
712,Rost,NORWAY,RET,Rost Airport,67.527771,12.103330
713,Sandnessjoen,NORWAY,SSJ,Sandnessjoen Airport,65.956818,12.468940
714,Stokmarknes,NORWAY,SKN,Stokmarknes Skagen Airport,68.580833,15.026110
715,Svolvaer,NORWAY,SVJ,Svolvaer Helle Airport,68.243332,14.669160
716,Værøy,NORWAY,VRY,Værøy Heliport,67.655403,12.727000
717,Alta,NORWAY,ALF,Alta Airport,69.976112,23.371660
718,Brekstad,NORWAY,OLA,Brekstad Orland Airport,63.698898,9.604003
719,Kirkenes,NORWAY,KKN,Kirkenes Hoybuktmoen Airport,69.725777,29.891291
720,Longyearbyen,NORWAY,LYR,Longyearbyen Svalbard Airport,78.246109,15.465550
721,Namsos,NORWAY,OSY,Namsos Airport,64.467003,11.583000
722,Roros,NORWAY,RRS,Roros Airport,62.578411,11.342340
723,Sandane,NORWAY,SDN,Sandane Airport,61.830002,6.109444
724,Stord,NORWAY,SRP,Stord Sorstokken Airport,59.791920,5.340850
725,Hammerfest,NORWAY,HFT,Hammerfest Airport,70.679726,23.668612
726,Hasvik,NORWAY,HAA,Hasvik Airport,70.486671,22.139740
727,Lakselv,NORWAY,LKL,Lakselv Banak Airport,70.068810,24.973480
728,Sorkjosen,NORWAY,SOJ,Sorkjosen Airport,69.786827,20.959440
729,Vadso,NORWAY,VDS,Vadso Airport,70.065269,29.844721
730,Rorvik,NORWAY,RVK,Rorvik Airport,64.838333,11.146111
731,Ra'sal-Khaymah,UNITED ARAB EMIRATES,RKT,Ras Al Khaimah International Airport,25.613480,55.938808
732,Zielona Gora,POLAND,IEG,Zielona Gora Babimost Airport,52.138512,15.798550
733,Knock,IRELAND,NOC,Knock Ireland West Airport,53.910290,-8.818490
734,Farnborough,UNITED KINGDOM,FAB,Farnborough Airport,51.275829,-0.776330
735,Belem,BRAZIL,BEL,Belem Val de Cans International Airport,-1.379250,-48.476200
736,Belo Horizonte,BRAZIL,CNF,Belo Horizonte Tancredo Neves International Airport,-19.633699,-43.968800
737,Brasilia,BRAZIL,BSB,Brasilia International Airport,-15.871100,-47.918598
738,Natal,BRAZIL,NAT,Natal International Airport,-5.768056,-35.376110
739,Porto Alegre,BRAZIL,POA,Porto Alegre Salgado Filho International Airport,-29.994400,-51.171398
740,Salvador,BRAZIL,SSA,Salvador International Airport,-12.910900,-38.331001
